A00000,2877 South Qatar Ct.,48276  Gold Beach Blvd.,Orlando,Hawaii,DQ99 3RU,Guadeloupe
A00001,63953  Green Bay St.,94699 South Natchitoches Ave.,East Rutherford,Alaska,BE70 1KB,Heard Island and Mcdonald Islands
A00001,18668 North Andorra Way,85737  Benin Ct.,Wynne,Massachusetts,EL48 6UQ,Angola
A00001,25759 South Virgin Islands, British Blvd.,58332 South El Salvador Ln.,DuBois,Arkansas,YG92 3FD
A00001,48499  Benin Ln.,10122 East Equatorial Guinea Ln.,Cairo,Mississippi,OK97 1OQ,Argentina
A00002,49143  Montebello Ct.,82625 South Finland Ave.,Lansing,Tennessee,QW15 8GD,Mongolia
A00002,91687  Dominican Republic Ct.,26053  Saint Kitts and Nevis Ln.,Atlantic City,Nebraska,FK34 0JT,Vanuatu
A00002,46390 North Switzerland Blvd.,93255 East Fort Lauderdale Way,Bethlehem,Minnesota,AZ54 4LX,Antigua and Barbuda
A00002,67254 West Guinea St.,82871 South British Indian Ocean Territory Way,Port Orford,New York,HJ98 0YK,Bangladesh
A00003,84790 North United States Minor Outlying Islands Ct.,72800 West Cameroon Ave.,Scottsdale,Arkansas,DK78 3XQ,Costa Rica
A00003,95440 North Malaysia Ln.,19746 East Poughkeepsie Ave.,Memphis,Utah,IL53 7CA,Palau
A00003,13865 West China Ct.,11869 West Carbondale St.,Gardena,Mississippi,WZ11 0KU,Barbados
A00004,74552 North Saint Lucia Ln.,68937  Sweden St.,Durant,Utah,HV42 2GN,Martinique
A00004,75461  Antigua and Barbuda Ln.,51586 North Guinea-bissau Ave.,East Rutherford,Arizona,HA79 7DU,Tuvalu
A00004,28856  Malta Ave.,17882 West Turkey Ct.,Compton,Rhode Island,YF1 4RY,Georgia
A00005,60177 East Fresno St.,29744  Antarctica St.,Hattiesburg,Ohio,PI61 3OC,Burkina Faso
A00005,40521 West Mayotte St.,62813 East Olympia Ave.,Farrell,Colorado,LN30 9GF,Indonesia
A00005,76956 East Boise St.,66293  Czech Republic Blvd.,Dixon,Michigan,GV41 9FD,Comoros
A00006,21324  Antigua and Barbuda Way,50742 East Hammond Ave.,Logan,Rhode Island,QW56 4LX,Uruguay
A00007,98745 East South Georgia and The South Sandwich Islands Ct.,48083  Kiribati Ln.,Yigo,Oklahoma,FK89 1RI,Senegal
A00007,23675 South Namibia Ln.,87867 East Madagascar Ln.,North Platte,North Dakota,ZY78 4BF,Hungary
A00007,8989 East Miami Beach Blvd.,62001 East Honduras St.,Abilene,Kansas,VU67 6ST,Thailand
A00007,93465 West Saint Pierre and Miquelon Ave.,2834  Bahamas Ct.,Paducah,South Dakota,RP94 4EL,Mauritius
A00007,61626 North Guinea-bissau Ct.,11674 East Butte Ln.,Ogden,California,UX6 6BD,Pakistan
A00008,24072 East Burkina Faso Ave.,65805  Georgia Blvd.,Minnetonka,California,OH91 1IP,Iran
A00008,32615  Myanmar Ln.,35880 East Belgium Blvd.,Centennial,Louisiana,OZ57 1LB,Rwanda
A00008,30840 North Chad Ct.,75422 North South Georgia and The South Sandwich Islands Blvd.,Fort Smith,Minnesota,NG91 7PZ,Bermuda
A00008,16421 East Hopkinsville Way,34237  Kingston Blvd.,Selma,Virginia,HC29 0YI,Micronesia
A00008,38806 North Burkina Faso Ln.,4012 East Israel Ave.,Danville,Washington,FJ47 2KA,Guyana
A00008,56966 South North Charleston Ln.,61711 South Turkey St.,Berlin,Kansas,DS89 5ED,Cambodia
A00008,28233 North Orem Way,41974  Equatorial Guinea Ave.,Jeannette,Wisconsin,QW80 9GO,Bangladesh
A00008,5757  Colombia Ln.,71166 North Costa Rica Ave.,Charlotte Amalie,Texas,QV85 8EY,Philippines
A00010,29981 South Cocos (Keeling) Islands Ave.,48517 North Slovenia Way,East Rutherford,Florida,WI16 3BA,Venezuela
A00010,4671 South Kazakhstan Ln.,59621 South Chad Way,Union City,Utah,XY30 4PD,Singapore
A00011,65391 East El Monte Ln.,12683 South Chile Way,San Gabriel,Hawaii,UL50 4GV,Pitcairn
A00011,82593 South China Ave.,16427 North Niue Ave.,Manhattan Beach,Arizona,RU44 3BB,Myanmar
A00011,92553 North Bulgaria Way,62085 North British Indian Ocean Territory Ct.,Fort Lauderdale,Nevada,RK89 0GA,Fiji
A00011,22450 East Algeria Ct.,38316 West Gardena Way,Warren,Massachusetts,GX39 4HS,Gibraltar
A00011,68437  Czech Republic St.,56907 North Cook Islands Blvd.,Shawnee,South Carolina,ZP70 2NC,Lithuania
A00011,30097 East East Lansing Ct.,33056 West Zimbabwe Way,Norfolk,Montana,TG77 4WF,Costa Rica
A00012,17899 North Lesotho Way,64958 East Suriname Way,Fort Smith,New Mexico,ER88 2DO,Egypt
A00012,38573  Indonesia Ct.,69220 South Charleston Way,College Park,South Carolina,OM89 4NM,Georgia
A00012,56258 South Monaco Ct.,66261 South Brunei Darussalam Blvd.,Rancho Cucamonga,Minnesota,ZF29 0YL,Lebanon
A00012,78002 North Andorra Way,14645 East Austria Ave.,Los Angeles,New Hampshire,XQ63 5WM,Palau
A00012,86496  Bolivia Ln.,69015  Albania Ct.,Saint Paul,California,NV32 1JH,United Kingdom
A00012,46689  American Samoa Ave.,53672 South Falls Church Ln.,Colorado Springs,South Carolina,MJ90 0MG,Trinidad and Tobago
A00012,38249 North Hastings St.,77319 South Columbia St.,San Bernardino,Delaware,HO99 5EO,Suriname
A00012,15345  Corinth Blvd.,77870  Hattiesburg Ln.,Knoxville,Nebraska,JW20 9YO,Swaziland
A00013,86448 West Norwalk St.,6064  Portugal St.,Wilmington,New Mexico,MU67 3XN,Congo
A00013,78963  Pakistan Ct.,15649  Burkina Faso St.,Ponce,Maine,FZ49 5PP,Switzerland
A00013,11405 West Canada Way,41879 West Fort Dodge Way,Northampton,Oklahoma,FL58 1NK,Lesotho
A00013,42015 South Cameroon Ct.,88065 South Bolivia Ct.,Marietta,Texas,GF83 6MN,Kyrgyzstan
A00014,29301 West Austria Ave.,20847 North Haiti Way,San Francisco,Rhode Island,VM74 1BM,Slovenia
A00014,71361 West South Georgia and The South Sandwich Islands St.,60469  Guayama Blvd.,La Mirada,District of Columbia,OG34 0OJ,Gibraltar
A00014,19313 South Eritrea Ave.,66204  Mexico Way,Cruz Bay,California,YT88 5QT,Honduras
A00014,10171  Cape Verde St.,40889 North Baton Rouge Ave.,Pittsburgh,Virginia,PG8 5DZ,Hungary
A00014,16506 East Bolivia Ln.,43992 East Zambia Ave.,Claremont,Kentucky,VD5 9DF,Bahrain
A00015,67643 North Bahrain Ave.,44587 North Canada Way,Cicero,Maryland,MC5 5DM,Kyrgyzstan
A00016,55532 South Bismarck Way,57011 East Uzbekistan Ln.,Miami Beach,Idaho,RQ63 6OT,Egypt
A00017,26407 West Vanuatu Way,60712 South Bandera Ct.,Bossier City,Missouri,QZ85 9NE,Samoa
A00017,2103 East Gambia Way,95988 West Seychelles Way,West Palm Beach,Illinois,QG56 3UH,Gibraltar
A00017,34736 East Kearney Ct.,76542 South Australia Ln.,Enfield,Indiana,EI55 7DZ,Mongolia
A00017,57665 North Cook Islands Ln.,69155 East Czech Republic St.,Garden Grove,Missouri,FV69 7AY,Falkland Islands (Malvinas)
A00017,63369 North Romania Ln.,81058 South Faroe Islands Ln.,Christiansted,Minnesota,KZ32 0JA,Guam
A00018,69654  Northern Mariana Islands St.,17993 West Ann Arbor Way,Stanton,Texas,EI97 9NH,Costa Rica
A00018,151 South Sao Tome and Principe Ct.,64487 South Auburn Hills Blvd.,Clearwater,Oregon,AR89 9MS,Cayman Islands
A00018,75003  Burlingame Ln.,99021 East Honduras Ln.,Sonoma,California,JH5 5LR,Venezuela
A00019,22758  France Ln.,89899 South Berkeley Ct.,Caguas,New Mexico,DZ2 9HF,Afghanistan
A00019,87156 South Turks and Caicos Islands Way,83630 South Elsmere Blvd.,Irvine,Arizona,OF2 8LY,Indonesia
A00019,7016 South Marshall Islands St.,24223 East Iceland St.,Valencia,Oklahoma,YO55 5MH,Netherlands
A00020,8086 North Venezuela Ct.,57689 East Guyana Ln.,Toledo,New Hampshire,UN76 0JZ,New Zealand
A00020,49165 West Bermuda Ave.,12186 North Georgetown Ct.,Saint Joseph,Nebraska,ZS67 1YJ,Aruba
A00020,80628 North Sri Lanka Blvd.,17394  Tunisia St.,Newburgh,Oregon,UW2 8PR,Equatorial Guinea
A00020,80102 South Lesotho Way,73012 East Taiwan, Province of China Ct.,Pocatello,Pennsylvania,IX74 3WI
A00020,48873 East Nauru Ave.,32613 East Ukraine Ct.,Chester,Connecticut,HZ3 3GT,Tonga
A00021,50618 West Clarksburg Ln.,20545 West Little Falls St.,Lomita,Arizona,IJ87 0MR,South Africa
A00021,19639 North Aurora Blvd.,72880  Malawi Ln.,Flint,Tennessee,NN76 5SH,Andorra
A00021,61135 South Angola Ln.,43835 East Turks and Caicos Islands Ln.,North Tonawanda,Washington,YU8 5LG,Iceland
A00021,19492  Uruguay Ave.,15305 South Hungary Way,Joplin,Tennessee,AV11 5VH,Lesotho
A00021,44508 South Kazakhstan Ln.,94886 South Djibouti Blvd.,Michigan City,Michigan,SE86 0JF,Nicaragua
A00022,2612 South China St.,906 East Baldwin Park Ln.,Glen Cove,South Carolina,VF33 9FG,Djibouti
A00022,2296 South Christmas Island St.,44858  Singapore St.,South Portland,New Jersey,AD13 4VA,Svalbard and Jan Mayen
A00022,32355 North Croatia St.,78291 East Honduras Ct.,Deadwood,North Dakota,HM57 2IR,Liberia
A00022,62855 South Cook Islands Ct.,71307 West Gabon Way,Charleston,Oklahoma,BC89 7UE,Saint Kitts and Nevis
A00023,59295 South Austria Ave.,69687 West Ecuador Ct.,Bradbury,District of Columbia,BB12 7YM,Estonia
A00023,78211 North Paraguay Ct.,87789 North Cambridge Ln.,New Haven,Montana,EU53 2DL,Italy
A00023,27444 South Serbia and Montenegro Ave.,84417  Peru Ct.,Bozeman,Vermont,JF43 4AR,Turks and Caicos Islands
A00024,69442  Moldova Way,74016  Cape Verde Ave.,Citrus Heights,North Dakota,NI87 8ZG,Croatia
A00024,76609 West Uruguay Blvd.,79604 South Bahamas Ave.,Kent,Tennessee,ZW26 3YQ,Montserrat
